Incident_ID,Summary,ContactType,label,label_num
INC2759484,kphc outpatient -  where can bp see oxygen orders placed in chart review? ,Phone,Chart Issues,5
INC4098346,kphc sb - carson - unable to sign visit or close chart due to incomplete note,Phone,Chart Issues,5
INC3134332,uploaded patient image into the incorrect patient chart.,Phone,Chart Issues,5
INC0132041,dau#18617 mc. scal - off work note was created and need to be taken out of the chart for mrn.,Phone,Chart Issues,5
INC0257326," kphc - chart accuracy, charted on the wrong patient chart ",Phone,Chart Issues,5
INC5541841,note in patient chart is not rn's note,Phone,Chart Issues,5
INC3671397,mas - pc in exam room 14 does not display exam room # when in a patients chart.  all of pc 's do.,Phone,Chart Issues,5
INC0542887,(dau case id 18906) kphc clinicals op charting dau issue - opth,Phone,Chart Issues,5
INC4181832,(dau case id 21176) kphc - request to remove an image placed on the wrong patient's chart. ,Phone,Chart Issues,5
INC3740429,(eur wh 4/10/19 #outpatient) bp needs assistance adding 'needs interpreter' to patients chart.,Phone,Chart Issues,5
INC4253530,unable to close a chart getting no medications associated with diagnoses error ,Phone,Chart Issues,5
INC2773314,kphc issue- edit a chart ,Phone,Chart Issues,5
INC1808483,dau#19575. bp is reporting that the patient chart is showing historical immunizations admin,Phone,Chart Issues,5
INC5431039,nwf19- not able to find wrap up/ route chart to another user ,Phone,Chart Issues,5
INC3751236,customer asking if the phonetic name can be displayed in chart since not able to use preferred name. ,Phone,Chart Issues,5
INC4136389,f470710 - bp cant edit notes. in chart. notes are showing up as a different bp. ,Phone,Chart Issues,5
INC1186206,uploaded images in the wrong patient chart ,Phone,Chart Issues,5
INC3724709,"bp is unable to review chart getting the following error message, see attachment",Phone,Chart Issues,5
INC1438017,bp is having trouble viewing patient charts/nursing notes/medications list,Phone,Chart Issues,5
INC4313772,(pmb med1 #outpatient) - kp healthconnect -  needs to have a note deleted in a patients chart ,Phone,Chart Issues,5
INC5312929,#nextday - co chart review - patient header: gfr results showing 0. triggering bpa alert.,Phone,Chart Issues,5
INC2859835,patient chart locked by another clinic / different location,Phone,Chart Issues,5
INC0115300,need to remove lab result from patient chart because it was drawn from wrong patient because patient has the same name. ,Phone,Chart Issues,5
INC2379662,bp has a patient chart thats been up for 4 weeks  ,Phone,Chart Issues,5
INC4034837,user trying address remote message. and can not get into the chart. seems to be stuck in cycle.,Phone,Chart Issues,5
INC1422475,please combine chart in kphc,Email,Chart Issues,5
INC6282465,accidentally deleted wrong note in patient chart ,Phone,Chart Issues,5
INC4967462,(dau case id 21653) remove incorrect scans in media tab of patient chart,Phone,Chart Issues,5
INC3271113,careeverywhere issue (and hims) - wrong patient info entered in chart for another patient ,Phone,Chart Issues,5
INC3717348,co 2018 upgrade:  question - basic charting - a -verifying the data shown on the header of a patient's chart,Phone,Chart Issues,5
INC2929386,c137845  - natalie gonzales.  kphc online affiliate - unable to view patient chart / information,Phone,Chart Issues,5
INC3597735,chart def for md nintzel - family hx needs to be documented as non-contributory,Phone,Chart Issues,5
INC3321469,pictures placed in incorrect chart.,Phone,Chart Issues,5
INC4923664,kphc-oc transfer media tab images from incorrect chart to correct chart,Phone,Chart Issues,5
INC5178402,nw kphc - unable to release result from mychart release result.,Phone,Chart Issues,5
INC6429404,(dau case id 22795) need to remove photo from a patient's chart,Phone,Chart Issues,5
INC5884364,dau#22320. kphc oc - chart accuracy - please create dau case.,Email,Chart Issues,5
INC5526127,kphc - unable to close chart due to unable to clear activity rx screen.,Phone,Chart Issues,5
INC1676769,dr. brown is requesting to have a photo removed from patients chart ,Phone,Chart Issues,5
INC2078685,kphc -unable to chart / can only view only ,Phone,Chart Issues,5
INC3581679,dau#20686.  kphc - staff message was incorrectly copied to patient's chart,Phone,Chart Issues,5
INC3440674,ga dau 20586 caller needs to have a referral removed from a patients chart,Phone,Chart Issues,5
INC3158565,gretha reported that she is not able to chart for or in kphc please assist. ,Phone,Chart Issues,5
INC4159189,kphc - photo was uploaded to the incorrect patient's chart,Phone,Chart Issues,5
INC3899375,chart deficiency for h&p family hx non-contributory,Phone,Chart Issues,5
INC1519367,chart needs to be merged ,Phone,Chart Issues,5
INC1543268,"cant sign chart, parts are currently being accessed by someone else since 9a ",Phone,Chart Issues,5
INC5762311,(sln psy #outpatient) kphc chart note not working ,Phone,Chart Issues,5
INC4587729,dsa kphc: user not seeing correct flowsheets when in patient chart. ,Phone,Chart Issues,5
INC5953813,kphc - doctor having trouble closing chart due to an incomplete note ,Phone,Chart Issues,5
INC4577950,stk - bp needs help fixing a chart she closed in error. no patient details were given on the voicemail. best ext 5047,Phone,Chart Issues,5
INC4932006,tooth chart,Phone,Chart Issues,5
INC5445843,(eur pt 9/19 #cau) #nextday - misinformation in patient chart ,Phone,Chart Issues,5
INC4442522,charting question,Phone,Chart Issues,5
INC1165070,bp reports kphc vitals are being mapped to wrong chart.    contact 209-735-6862,Phone,Chart Issues,5
INC5457208,bp report that the patient fyi tab is not visible in chart review. ,Phone,Chart Issues,5
INC3935002,kphc - member chart has wrong data and needs to be corrected,Phone,Chart Issues,5
INC5299412,bp is unable to find/locate file/document within patient chart of kphc,Phone,Chart Issues,5
INC2810598,dau # 20176- - incorrect diagnosis in patient chart,Phone,Chart Issues,5
INC6337360,bp uploaded an ekg to the wrong patients chart and needs it removed,Phone,Chart Issues,5
INC3201639,***urgent***client wants assistance wiht on how to chart patient in kphc***urgent***,Phone,Chart Issues,5
INC5824394,urgent: pacs images are not showing in patient chart - affecting patient care,Phone,Chart Issues,5
INC4253040,bp unable to get mar activity when opening the patient chart from mps.,Phone,Chart Issues,5
INC0148392,"when opening a chart form a patient list, it's opening up in an outpatient scree",Phone,Chart Issues,5
INC5032191,nw locked chart,Phone,Chart Issues,5
INC5234198,dau # 21824-kphc issues: chart accuracy,Self-service,Chart Issues,5
INC1738702,#nextday ma -ssue? ekg uploaded to wrong chart and needs to be removed ,Phone,Chart Issues,5
INC3124236,"gdau 20397 kphc - 1 newborn member has incorrect information in chart, needs to be removed ",Phone,Chart Issues,5
INC4513316,#nextday needs help to upload images to patient chart / haiku ,Phone,Chart Issues,5
INC5175648,unable to remove double entry  from  her inbasket cc  chart  ,Phone,Chart Issues,5
INC5095561,pcm dau 21745 dt-kphc oc - remove lab results uploaded to the incorrect patient's chart,Phone,Chart Issues,5
INC4781499,referral submitted to patient's chart; needs to be hidden,Phone,Chart Issues,5
INC0522470,"kphc chart accuracy, please make sure wrong ekg is not on patient chart. ",Phone,Chart Issues,5
INC3647834,bp uploaded image into wrong chart. ,Phone,Chart Issues,5
INC3820895,customer reporting issue with closing chart. ,Phone,Chart Issues,5
INC6040792,b | nw | question re notes moved and question re routing chart,Phone,Chart Issues,5
INC5924328,(dau case id 22354) kp healthconnect - wrong title for left foot picture on patients chart ,Phone,Chart Issues,5
INC4540234,kphc ma: for step 07 ma open chart review  getting unable to initialize session with web server error. kindly check/address.,Direct Input,Chart Issues,5
INC4021252,bp receives a open chart message in kphc for group visits,Phone,Chart Issues,5
INC4998716,"kphc- on a patients chart, accidently added a doctors note",Phone,Chart Issues,5
INC5655307,ga dau 22134 wrong information added to patients chart ,Phone,Chart Issues,5
INC3128578,helping jun out with an issue with this chart.,Phone,Chart Issues,5
INC4420819,kp health connect not able to close chart ,Phone,Chart Issues,5
INC3283266,chart showing incorrect address for patient ,Phone,Chart Issues,5
INC2683054,issue: kphc - description is incorrect for photo uploaded into member's chart.,Phone,Chart Issues,5
INC2166746,dau # 19798-bp reporting incorrect imaging result in wrong pt chart. ,Phone,Chart Issues,5
INC3217685,#nextday - needs assitance docu on patient chart urgent ,Phone,Chart Issues,5
INC2687963,"#nextday - cannot close out a chart,  due to no diagnosis associated for an order",Phone,Chart Issues,5
INC1675128,bp cannot close two charts or remove them from inbox,Phone,Chart Issues,5
INC2149212,cant upload photos to chart - appears to upload but not found in chart,Phone,Chart Issues,5
INC4891770,bp is getting an error message when trying to view content from a pt's chart (see ss in conf),Phone,Chart Issues,5
INC3529505,y868234 - inability to addend continuing care notes; unable to find in pt chart...see documents tab and attached screen shot copy.,Phone,Chart Issues,5
INC4866093,kphc- unable to view scanned documents/reports from chart review.,Phone,Chart Issues,5
INC3340883,unable to find patient chart in kphc ,Phone,Chart Issues,5
INC2838944,dau # 20194-kphc issues: chart accuracy,Self-service,Chart Issues,5
INC3536069,how to adjust a diagnosis in a pt chart,Phone,Chart Issues,5
INC4222199,kphc - image for a different patient shown on a patient's chart. (see documents tab for patient info) ,Phone,Chart Issues,5
INC3587397,kphc issue: unable to close an erroneous chart.,Phone,Chart Issues,5
INC5981581,b | nw | question re closing patient chart with incomplete note,Phone,Chart Issues,5
INC3636135,kphc issue: charting question,Phone,Chart Issues,5
INC5861981,patient chart locked by another user,Phone,Chart Issues,5
INC6251958,riv: chart unlock,Phone,Chart Issues,5
INC5916157,#nextday - dr got into the wrong chart - unable to close out encoutner.,Phone,Chart Issues,5
INC4732843,con/moa - patient chart was documented under two surgical cases instead of one,Phone,Chart Issues,5
INC4470469,"asterisks are appearing on chart review,  but not in remote client care plan",Phone,Chart Issues,5
INC5904605,"epic: chart locked, unable to edit ",Phone,Chart Issues,5
INC0625367,kphc cs chart accuracy -,Phone,Chart Issues,5
INC3496254,bp trying to understand the date /time info you see on an image test in chart review.  does the time show most recent or first time read?  ,Email,Chart Issues,5
INC2022802,unable to close chart.,Phone,Chart Issues,5
INC5253376,unable to select market street location for referral when in chart reveiw please see snapshot ,Phone,Chart Issues,5
INC4508853,( sch him#inpatient) - dr. refuses to complete this chart deficiency.,Phone,Chart Issues,5
INC1295637,chart not routing to dr. properly.,Phone,Chart Issues,5
INC6164648,*urgent*unable to open advanced directive in patient(critical) chart - 4/19/99 ,Phone,Chart Issues,5
INC4037900,unable to close chart  due to incomplete note,Phone,Chart Issues,5
INC5871366,charting question,Phone,Chart Issues,5
INC6099794,test loaded into wrong chart  ,Phone,Chart Issues,5
INC1964847,the bp has to update a date in a patient chart in kphc. ,Phone,Chart Issues,5
INC6030222,database locked parts of the chart is being used somewhere else,Phone,Chart Issues,5
INC0395117,kphc- dr entered a pre-op note but it didnt link to the surgery inpatient chart ,Phone,Chart Issues,5
INC3961613,bp unable to pull up patient chart from in basket. bp gets security hard stop. please see image for more info.,Direct Input,Chart Issues,5
INC3361844,"val, bp reported that she was not able to find a certain provider in hc to add her in a patient's chart.",Chat,Chart Issues,5
INC4876052,patient chart locked by another staff.,Phone,Chart Issues,5
INC5981201,(sro-afm-#inpatient) bp requesting assintance in deleting note in incorrect chart. ,Phone,Chart Issues,5
INC1123878,"(dau case id 19158) bp reporting infomation on chart  need to be removed, see confidential tab",Phone,Chart Issues,5
INC6263415,(sro oth #outpatient) description: dr unable to sign order/chart getting error that information is missing ,Phone,Chart Issues,5
INC5559783,kphc issue-  took clinical image in haiku but not showing in patient chart in kphc,Phone,Chart Issues,5
INC4226906,charting question,Phone,Chart Issues,5
INC4510784,bp stated he cannot close notes on his chart ,Phone,Chart Issues,5
INC3590162,wisdom: epic freezing and unable to exit patient's chart when correcting errors in treatment plan. ,Phone,Chart Issues,5
INC5152470,"affiliate provider missing snap shot, chart and result review tabs",Phone,Chart Issues,5
INC5208553,unable to pull up patient chart. kphc freezes after searching patients mrn ,Phone,Chart Issues,5
INC5735508,(dau case id 22206) : remove photo from chart,Phone,Chart Issues,5
INC4376717,(sac ed 06/11 #inpatient) procedure consent form placed on the wrong patient chart (see documents tab),Phone,Chart Issues,5
INC6440308,unable to close open charts for old test patients ,Phone,Chart Issues,5
INC6085129,(rwc-occ #outpatient) md reports locked chart,Phone,Chart Issues,5
INC2562883,kphc oc - client states she needs to have a chart corrected; ob/gyn status is showing having periods.  patient is male. ,Phone,Chart Issues,5
INC2519704,dau # 19982 uploded photo to the incorrect chart,Phone,Chart Issues,5
INC2649340,"need ekg removed from patient's chart; patient is daniel smith, 15239583",Phone,Chart Issues,5
INC1987290,kphc cs chart accuracy -,Phone,Chart Issues,5
INC3582052,kphc - unable to open form from media tab in partient charts,Phone,Chart Issues,5
INC1190905,kphc - unable to close out a chart after correcting a diagnosis code ,Phone,Chart Issues,5
INC3452506,"the image is in the correct chart, but the description is incorrect.",Phone,Chart Issues,5
INC6472670,incorrect images uploaded in patient chart in kphc ma,Phone,Chart Issues,5
INC0903850,ipod photo uploaded to wrong chart,Phone,Chart Issues,5
INC3645353,can't send chart to pool,Phone,Chart Issues,5
INC3232452,(eur 2/25 #outpatient) missing target bp took a photo of a patients leg but uploaded to the wrong chart and needs it r,Phone,Chart Issues,5
INC4365498,kphc unable to close chart  - opened by someone else cnsscam5281808,Phone,Chart Issues,5
INC5163337,kphc -vitals signs are not being recorded in intraoperative chart,Phone,Chart Issues,5
INC0994161,kphc - images uploaded to wrong patients chart,Phone,Chart Issues,5
INC4902954,issue: kphc - unable to close charts even though notes are signed by bp,Phone,Chart Issues,5
INC6199075,chart locked,Phone,Chart Issues,5
INC5468496, a | nw | question re encounter in kphc - encounter showing as scheduled on mps and appt in chart review,Phone,Chart Issues,5
INC5507724,kphc- every patient the bp opens says someone has the chart open,Phone,Chart Issues,5
INC5023391,kphc chart cannot be removed,Phone,Chart Issues,5
INC5486148,nwf19: chart review preview question,Phone,Chart Issues,5
INC0384204,(dau case id 18796) kphc clinicals op charting kphc clinicals dau issue - gray - opth,Phone,Chart Issues,5
INC0151536,remove image from patient chart,Phone,Chart Issues,5
INC5370061,(svm  afm #outpatient)  missing vital signs that were input on patient chart.,Direct Input,Chart Issues,5
INC5369460,issues with charts. bp needs to change some info on a patient charts,Phone,Chart Issues,5
INC4208276,kp healthconnect - cs - missing - parot charting / unable to leave notes ,Phone,Chart Issues,5
INC3747911,(ssc drm #picnic) - photos uploaded to incorrect patient chart,Phone,Chart Issues,5
INC5944080,nw locked chart,Phone,Chart Issues,5
INC1052645,bp calling unable to sync and when attempting to chart recieiving error messages,Phone,Chart Issues,5
INC6233345,(sch drm1 #outpatient) correct charting that has been done on a wrong pts chart,Phone,Chart Issues,5
INC3483683,client needs assistance clsing kphc chart...chart was opend by accident,Phone,Chart Issues,5
INC5898562,(dau case id 22337) kphc issue - attached image to wrong patient chart ,Phone,Chart Issues,5
INC5853239,(dau case id 22297) photo incorrectly uploaded to patient chart - ,Phone,Chart Issues,5
INC1473810,kphc when chart is opened unable to document,Phone,Chart Issues,5
INC5261733,chart was marked as opened / pre charted / never opened it / no show ,Phone,Chart Issues,5
INC5829184,"(dau case id 22272) kphc bp needs to have a photo removed from a patients chart , please see documen",Phone,Chart Issues,5
INC3121612,user reports in kphc chart - patient reports is missing the per. ,Phone,Chart Issues,5
INC2591345,patient's chart is opened by another user****,Phone,Chart Issues,5
INC2744155,(eur wh 1/16 #outpatient) - bp has a patient chart that is marked deceased when patient is not,Phone,Chart Issues,5
INC5924006,kphc unable to close chart after signing disability form,Phone,Chart Issues,5
INC4111936,dau 21116 dt-encounter placed in wrong patient's chart- please remove,Phone,Chart Issues,5
INC4035046,(rpw psyc 5/7 #outpatient) assistance requested to remove notes from closed enc and move them to correct patient's chart,Phone,Chart Issues,5
INC0389664,locked chart - see document tab for information ,Phone,Chart Issues,5
INC5265594,unable to add fluid levels for patient health chart - tpn & intralipids,Phone,Chart Issues,5
INC2155601,#nextday - ssf - uploaded image into kphc chart but its not showing ,Phone,Chart Issues,5
INC1638239,kphc - wrong discharge summary put in the wrong patient chart - please remove,Phone,Chart Issues,5
INC4804480,patient's chart has incorrect info. ,Phone,Chart Issues,5
INC0810828,"b, telephone encounter is missing from chart review under the encounters tab.",Phone,Chart Issues,5
INC5298184,"dr. cant close chart, it's being used elsewhere- see confidential tab",Phone,Chart Issues,5
INC3795538,uploaded image to the incorrect patient chart.,Phone,Chart Issues,5
INC5517613,(dau case id 22028) kphc image entered to the incorrect patient's chart am5409670  909-401-4180c,Phone,Chart Issues,5
INC1851762,dau# 19602 - kphc oc - incorrect labs found on patient's chart,Phone,Chart Issues,5
INC5374885,kphc unable to documents in patient chart due no no encounters being showed,Phone,Chart Issues,5
INC1126088,bp tries to exit out of the chart after clicking onlenc+no  to reply to patient and get the note editor required fields are empty note marks sensitive,Email,Chart Issues,5
INC4165563,kphc unable to locate note to document - physician unable to chart cnstram5290729,Phone,Chart Issues,5
INC6210298,urgent: cannot see when or if the chart has been reviewed by provider ,Phone,Chart Issues,5
INC3510439,scroll bar & call intake missing within chart review - [screenshot],Phone,Chart Issues,5
INC5740190,(man pedi #outpatient)  bp have questions in regards to notes in a patient chart,Direct Input,Chart Issues,5
INC1852166,chart def - link h&p dr. harry hwang ,Phone,Chart Issues,5
INC2965785,missing target remove photo from incorrect patient chart,Phone,Chart Issues,5
INC3595705,"dr requesting that photo be removed from chart, incorrect pt",Email,Chart Issues,5
INC3821263,unable to close chart due to marked erroneous / orders already been associated w/result,Phone,Chart Issues,5
INC4619203,epic flow chart needed ,Phone,Chart Issues,5
INC5735010,(dau case id 22204) dr. accidentally uploaded image into incorrect chart and needs removed,Phone,Chart Issues,5
INC6223941,bp unintentionally deleted episode of care from patient chart within kphc; needs recovered; csimsam3991348,Phone,Chart Issues,5
INC2209306,bp needs picture placed in incorrect chart removed.,Phone,Chart Issues,5
INC2961970,kphc issue - unable to close a patients chart - remove vitals error,Phone,Chart Issues,5
INC4693880,chart deficiency for two charts fhx and psh should be non-contributory - md melanie gainsbury )4088512349 6698884992 ,Phone,Chart Issues,5
INC6006909,(dau case id 22446) chart accuracy issue image upload in wrong chart ,Phone,Chart Issues,5
INC0817637,notes in wrong chart ,Phone,Chart Issues,5
INC6152612,(dau case id 22570) bp uploaded a picture with the wrong label on a patients chart and needs it remo,Phone,Chart Issues,5
INC5130824,bp has 1 chart that takes upwards of 5min to load. ,Phone,Chart Issues,5
INC2339707,kphc freezes when she goes to chart review-am3835264,Phone,Chart Issues,5
INC1999204,himoaam3918787 - can't chart while working for different department. in correct audio moa context. ,Phone,Chart Issues,5
INC6065426,(fld gyn #outpatient) unable to move message from patient chart ,Phone,Chart Issues,5
INC4140238,kphc - chart merge correction request,Email,Chart Issues,5
INC6440263,kphc- cannot chart in palliative care,Phone,Chart Issues,5
INC1261765,ga dau 19245 bp resulted the viual field on the wrong member. please remove from chart ,Email,Chart Issues,5
INC4745954,dau#21511.  kphc issues: chart accuracy,Self-service,Chart Issues,5
INC2423461,provider unable to close chart as ma remains active in chart. (see conf field) please close 707-206-3038,Phone,Chart Issues,5
INC0368129,image uploaded to incorrect patient chart. please assist.,Phone,Chart Issues,5
INC5504218,chart lock,Phone,Chart Issues,5
INC2029742,vlim correction: kphc - would like incorrect photos uploaded deleted from patients chart. ,Phone,Chart Issues,5
INC5521448,locked chart,Phone,Chart Issues,5
INC5789033,merge two charts in kphc,Phone,Chart Issues,5
INC4435245,unable to close chart /record locked ,Phone,Chart Issues,5
INC6375521,locked chart unable to sign visit / see document tab ,Phone,Chart Issues,5
INC4746012,charted incorrect med - sbm (jla),Phone,Chart Issues,5
INC5168068,(dau case id 21782) - photo in wrong chart,Phone,Chart Issues,5
INC5151744,healthconnect freezes when opening any document in the scans tab in chart review.  bp has to reboot in order to get back onto kphc. ,Phone,Chart Issues,5
INC5295748,"(mtz oth #outpatient) patient chart not showing much info/missing, filters are turned off",Phone,Chart Issues,5
INC0831231,#next day add bp has patient pcp in chart,Phone,Chart Issues,5
INC1668224,urgent!!! unable to chart on patient ,Phone,Chart Issues,5
INC1662263,kphc oc - bp recieving chart completion inbasket messages,Phone,Chart Issues,5
INC4941133,image uploaded to wrong patient chart ,Phone,Chart Issues,5
INC0957898,bp is unable to close chart without l.o.s.,Phone,Chart Issues,5
INC0306302,image uploaded to incorrect patient chart. please assist.,Phone,Chart Issues,5
INC6358233,(stockton #optime) instructions on entering a note on a chart.,Phone,Chart Issues,5
INC6375378,dr uanble to close chart as another users has an incomplete note.,Phone,Chart Issues,5
INC1625314,test patient chart is locked under another user please unlock chart. ,Phone,Chart Issues,5
INC5877047,(tra med #outpatient) unable to close 2 charts on am5288342 209-839-6443,Phone,Chart Issues,5
INC4052088,will rounting message wont show in pt chart to see ,Phone,Chart Issues,5
INC3361949,cannot close a chart due to 2 open work activity status forms,Phone,Chart Issues,5
INC3254761,theresa has a delay in items showing up in my cc'd charts in health connect,Chat,Chart Issues,5
INC5272828,unable to open chart 'this is a sample visit navigator section. please have your system administrator check your profile settings and visit navigator template',Phone,Chart Issues,5
INC5835557,(rb psy #outpatient) description: charting in group visit that was oopsed out,Email,Chart Issues,5
INC0641417,kphc clinicals op charting issue - silverstein - cdrp - plo ,Phone,Chart Issues,5
INC1646245,"kphc-patient chart has wrong preop note, and sign chart",Phone,Chart Issues,5
INC3674401,needs assisistance with customizing chart menu. options are greyed out ,Phone,Chart Issues,5
INC3471710,"kphc chart is lock by krystal needs it unlock, has been waiting for an hour. ",Phone,Chart Issues,5
INC3557995,remove photo upload to the wrong chart,Phone,Chart Issues,5
INC6475064,need extra/unused external study registration removed from patients chart,Direct Input,Chart Issues,5
INC1270108,kphc hi mychart_users are getting confused with the pending and expired mychart status in patient header,Email,Chart Issues,5
INC3329239,unable to import patient vitals into kp healthconnect chart.,Phone,Chart Issues,5
INC3648742,"fld, bp needed assistance with e-consult when she launches it from a patient's chart is defaulted to oakland and she works in fld",Phone,Chart Issues,5
INC4329327,urgent- kphc- cannot write a note on the patient chart,Phone,Chart Issues,5
INC0694805,not able to secure members chart receiving error message ,Phone,Chart Issues,5
INC0199065,bp can't chart a patients record. mar in read mode only,Phone,Chart Issues,5
INC2671055,photo needs to be purge- upload in the wrong chart in error,Phone,Chart Issues,5
INC0798530,kphc fon - photo uploaded to incorrect chart,Phone,Chart Issues,5
INC4024855,bp report that she has lock a patient chart out. ,Phone,Chart Issues,5
INC4209457,"kphc oc mychart - inter-regional member from ncal that would like to be seen via telehealth, video visit.",Phone,Chart Issues,5
INC5325243,nw locked chart,Phone,Chart Issues,5
INC5369274,"con/kphi - kphc issues - per bp, mds and rns in the mdcc are requesting to have the ability to have 4 charts open simultaneously in the workspace rather than 2.",Self-service,Chart Issues,5
INC4227533,order placed in wrong chart,Phone,Chart Issues,5
INC5587850,(fre afm #toolbar) user reporting missing add lab from the lab tab in chart review.  email tool bar team,Phone,Chart Issues,5
INC6349168,(ssf ssv) #bp reports unable to view  advance directive and polst  scanned documents in patient chart.  bp clicks on the document but it doesnt open the  docume,Phone,Chart Issues,5
INC2210217,image uploaded to wrong patient's chart,Phone,Chart Issues,5
INC0537495,"#nextday - chart accuracy, note inserted onto wrong chart, needs to be deleted ",Phone,Chart Issues,5
INC5119845,hide or remove him roi auth that was scanned into wrong chart.,Phone,Chart Issues,5
INC0615740,need image removed from chart / uploaded to wrong patient chart ,Phone,Chart Issues,5
INC4311343,need to update document for chart in ie,Phone,Chart Issues,5
INC4786846,unable to close out kphc chart ,Phone,Chart Issues,5
INC4541109,there is a clinical image on the patients chart profile picture,Phone,Chart Issues,5
INC0658530,needs assistance  on paper chart how properly process orders .  ,Phone,Chart Issues,5
INC3674954,unable to close chart/ enc,Phone,Chart Issues,5
INC4187913,(spw opt 5/22 #outpatient) #nextday - kphc - unable to close a chart due to a deleted order (see documents tab),Phone,Chart Issues,5
INC4351899,"kphc - in basket, unable to view cc charts",Phone,Chart Issues,5
INC5694979,user cant find option to input notes in a patients chart. tried to chart the note on 2 different pcs,Phone,Chart Issues,5
INC1179479,kphc: unable to clear out a phone message from a patients chart.  - stuck  aacc ,Phone,Chart Issues,5
INC5876881,ib question,Phone,Chart Issues,5
INC4395038,picture uploaded to incorrect chart,Phone,Chart Issues,5
INC6301081,the bp cannot enter order for a patient in the hospital chart,Phone,Chart Issues,5
INC2783578,dau 20164 dt-bp has a chart that needs corrected for a patients in the health connect application. see confidential tab for more information.,Phone,Chart Issues,5
INC4216147,ncals19: arrived patient shows pre-chart questions,Phone,Chart Issues,5
INC6463053,outside records linked to incorrect chart.,Phone,Chart Issues,5
INC3171533,(fai med6 02/19 #cau) kphc uploaded picture into the wrong chart,Phone,Chart Issues,5
INC5031328,chart def - update dx summary with more specific info if md agrees with the final dx and path results for partial kidney removal on july 1st  md dale y kunihira,Phone,Chart Issues,5
INC4122500,"( unc #occmed #inbasket) user is inquiring how to find, on pt's chart, who she cc'd other users",Phone,Chart Issues,5
INC6336963,needing an admin close a chart for a perdiem md that is not often ,Phone,Chart Issues,5
INC2183883,kphc - image needs to be removed from patient's chart - placed in error. ,Phone,Chart Issues,5
INC3693268,kphc - unable to close a chart after sigining the activityrx. (see screenshot),Phone,Chart Issues,5
INC0333287,"issue: kphc - diagnosis, progress note, los needs to be remove from chart",Phone,Chart Issues,5
INC3283312,"kphc charting issue - unable to sign/close out activity in kphc, see notes. ",Phone,Chart Issues,5
INC4964725,kphc chart color code doesn't update color code change when patient arrive,Phone,Chart Issues,5
INC2436775,"chart synchronization not working and stuck in 25%.  also, next to the name header, there is diamond red box with ! symbols inside the box...see documents tab.",Phone,Chart Issues,5
INC3046399,"kphc freezing, booting her out when charting.",Phone,Chart Issues,5
INC4723650,kphc - photos uploaded to the wrong patient chart - need removed,Phone,Chart Issues,5
INC1401668,unable to close chart ,Phone,Chart Issues,5
INC1766336,(sac occ 10/22 #nextday) physician unable to close chart opened by the ma,Phone,Chart Issues,5
INC5397859,(gil oth #outpatient) - bp missing option under the more button in the chart.,Phone,Chart Issues,5
INC2323782,kphc - missing test under results tab on patient chart,Phone,Chart Issues,5
INC4408561,closing open chart visits and notes for test patients,Phone,Chart Issues,5
INC6380634,kphc - an image was put into a chart by accident when it was corrected before,Phone,Chart Issues,5
INC1764423,please close chart pvn,Phone,Chart Issues,5
INC5600790,charting question,Phone,Chart Issues,5
INC6128231,photos need to be removed from patient chart. (see confidential.) -inboxed bp ,Phone,Chart Issues,5
INC6004505,incorrect lab results in chart,Phone,Chart Issues,5
INC2495395,sd - kphc - open charts - external hospital admissions encounter,Phone,Chart Issues,5
INC3643147,inability to find member's using the cid#.  informed bp enter the full info: cid.######### and bp confirmed able to find pt's chart in kphc.,Phone,Chart Issues,5
INC4984292,doctor is not able to close the chart due to lever of service error.,Phone,Chart Issues,5
INC4287273,kp healthconnect - cs - unable to locate the tele-encounter chart,Phone,Chart Issues,5
INC5005378,( sch oph# outpatient) - chart deficiency issue.,Phone,Chart Issues,5
INC5457614,(rwc-med #outpatient) note with unfinished variables preventing md from closing chart.,Phone,Chart Issues,5
INC1102886,kphc - incorrect image needs to be removed from patient chart,Phone,Chart Issues,5
INC6467938,kphc unable to add med to allergy to a chart/member,Phone,Chart Issues,5
INC3360378,"dr can not document or close 2 telemedicine chart reviews, getting a error ",Phone,Chart Issues,5
INC4875594,dr. unable to update chart; chart locked open - does not identfy who ,Phone,Chart Issues,5
INC2866575,dau # 20213-chart accuracy issue   bp closed a chart but there is a wrong order  ,Phone,Chart Issues,5
INC5563067,(dau case id 22063) image uploaded to incorrect patient chart in kphc,Phone,Chart Issues,5
INC3035652,urgent - patient chart completely blank - no previous encounter  displaying,Phone,Chart Issues,5
INC3058147,madcmam5203203 - bp's note is missing from chart,Phone,Chart Issues,5
INC6015475,please reactivate a provider in order for him to address a chart definiciency,Phone,Chart Issues,5
INC1800494,incident user not be able charting patient under epic ,Email,Chart Issues,5
INC1705033,scal- bp is unable to open chart review in epiccare remote error message attached,Phone,Chart Issues,5
INC5551765,(dau case id 22053) kphc dau - photo uploaded into wrong chart,Email,Chart Issues,5
INC2995043,dau - image in incorrect chart.,Phone,Chart Issues,5
INC0438675,user does not have security acess to open an addendum from a closed chart. see conf. tab for screenshots,Phone,Chart Issues,5
INC1213603,uploaded picture to the wrong chart,Phone,Chart Issues,5
INC0398294,kphc issue - bp is reporting that a members has 2 charts/mrn's,Phone,Chart Issues,5
INC2568778,unable to open modify chart as it is open by another user ,Phone,Chart Issues,5
